year,BOLSPPOPTOTL,BOLSPPOP1564TO,BOLNYGDPMKTPKN,BOLNECONPRVTKN,BOLNECONGOVTKN,BOLNEGDIFTOTKN,BOLNEGDISTKBKN,BOLNEEXPGNFSKN,BOLNEIMPGNFSKN,BOLNYGDPDISCKN,BOLNYGDPMKTPCN,BOLNECONPRVTCN,BOLNECONGOVTCN,BOLNEGDIFTOTCN,BOLNEGDISTKBCN,BOLNEEXPGNFSCN,BOLNEIMPGNFSCN,BOLNVAGRTOTLKN,BOLNVINDTOTLKN,BOLNVSRVTOTLKN,BOLNVAGRTOTLCN,BOLNVINDTOTLCN,BOLNVSRVTOTLCN,BOLNYGDPMKTPCD,BOLBXGSRMRCHCD,BOLBXGSRNFSVCD,BOLBMGSRMRCHCD,BOLBMGSRNFSVCD,BOLBNCABFUNDCD,BOLBXFSTREMTCD,BOLBMFSTREMTCD,BOLBFCAFFFDICD,BOLFIRESTOTLCD,BOLPANUSATLS,BOLFPCPITOTLXN,BOLGGREVTOTLCN,BOLGGREVTAXTCN,BOLGGEXPTOTLCN,BOLGGEXPINTPCN,BOLGGBALOVRLGD,BOLGGDBTTOTLGD,BOLGGREVTOTLGD,BOLGGEXPTOTLGD,BOLGGREVTAXTGD,BOLLMEMPTOTL,BOLLMUNRTOTL_,BOLLMPRTTOTL_,BOLFMLBLPOLYFR,BOLFMLBLMTWOCN,BOLNVOILTOTLGD,BOLBXGOILSHRPC,BOLNEGDIFGOVKN,BOLNEGDIFPRVKN,BOLNEGDIFGOVCN,BOLNEGDIFPRVCN,BOLNYGDPFCSTKN,BOLNYGDPFCSTCN,BOLNYTAXNINDKN,BOLNYTAXNINDCN,BOLNYGDPMKTPXN,BOLNYGDPFCSTXN,BOLNECONPRVTXN,BOLNECONGOVTXN,BOLNEGDIFTOTXN,BOLNEEXPGNFSXN,BOLNEIMPGNFSXN,BOLNVAGRTOTLXN,BOLNVINDTOTLXN,BOLNVSRVTOTLXN,BOLLMLBFTOTL,BOLSPPOPWORK,BOLNYYWBTOTLCN,BOLNEWRTTOTLXN,BOLGGEXPCRNTCN,BOLGGEXPWAGECN,BOLGGEXPGNFSCN,BOLGGEXPINTECN,BOLGGEXPINTDCN,BOLGGEXPCAPTCN,BOLGGBALOVRLCN,BOLGGBALPRIMCN,BOLGGEXPTRNSCN,BOLGGREVHYDRCN,BOLGGREVTAXHCN,BOLGGFINBCBCN,BOLGGFINEXTNCN,BOLGGFINDOMNCN,BOLGGREVDRCTCN,BOLGGREVIDRTCN,BOLGGDBTTOTLCN,BOLGGDBTEXTLCN,BOLGGDBTDOMTCN,BOLFIRESGRSCD,BOLFIRESMONTHS,BOLRES_SCARCITY,BOLNEGDIKSTKKN,BOLNYGDPTFP_ACT,BOLLMPRTSTRL_,BOLLMUNRSTRL_,BOLLMEMPSTRL,BOLNYGDPTFP,BOLNYGDPPOTLKN,BOLNYGDPGAP_,BOLGGFINBCBGD,BOLGGEXPWAGESCN,BOLGGEXPGSCN,BOLGGEXPCAPEXCN,BOLGGEXPOTHERCN,BOLGGEXPFUELCN,BOLGGREVIDHCN,BOLGGREVIEHDCN,BOLEMPHYDROSALES,BOLEMPROYALTIES,BOLGASEXPGD,BOLGASPROD,BOLXMKT_USD
2000,8606326.0,4880705.0,153451176627.565,109930929813.183,22562997756.6471,27447138728.5681,132103032.335827,28823631642.0256,36179553863.4206,,51928492100.0,39655456200.0,7550039000.0,9288698100.0,132936800.0,9489799500.0,14188437500.0,13807311049.8779,44260681289.2965,82992735999.5596,6732950600.0,13365886100.0,27086846400.0,8397855484.76908,1139092096.03,330932000.0,1610160000.0,467680000.0,-446349903.97,126870000.0,37000000.0,736350000.0,1184108227.67536,6.18354166666666,62.6303680784417,17498700000.0,7031200000.0,19434600000.0,938700000.0,-3.7282037696603942,78.0,33.69768559098985,37.42569678814148,12.3308028811412,3340402.9537346764,2.439,70.152,34.5958333333333,27094684561.77,3.20071915897547,12.1942402416879,10978855491.42724,16468283237.14086,3715479240.0,5573218860.0,141060728338.734,47185683100.0,12390448288.830994,4742809000.0,0.3384040008114991,0.3345061638040843,0.3607306539423492,0.3346203851735856,0.33842136303745,0.3292367741115463,0.3921672874563897,0.4876366278472114,0.3019810294522568,0.3263761107977418,3423912.1716000005,5612810.75,25952125705.000004,7769.160207448836,15757700000.0,5078600000.0,5554300000.0,648600000.0,290100000.0,3676900000.0,-1936000000.0,,2944400000.0,4012400000.0,2650500000.0,205300000.0,1018800000.0,917200000.0,1968736000.0,5062464000.0,40504223838.0,32403379070.400005,8100844767.599995,,,0.0,316654981641.2827,264.61655079691985,70.03653221142868,2.448366014927745,3334584.608626019,268.3729603109938,152749790004.58032,0.459173543193514,0.3953513604913631,,,,,,0.0,1387400000.0,,,,,12596783227.15362
2001,8752736.0,4982127.0,156034986200.326,111326215935.477,23208915269.0626,21559990628.9599,839227623.20137,31238252672.2653,34356098175.892,,53790326600.0,40499252900.0,8458061000.0,7491256800.0,183780700.0,10743084300.0,13585109100.0,14285165667.8223,44352448395.7609,84376421963.3404,7130259400.0,13673864900.0,28322638400.0,8141516928.39489,1188657425.88972,332040844.082,1580000000.0,399443800.0,-274011530.02828,135280000.0,36380000.0,705756000.0,1146023735.30062,6.60691666666666,63.6259740912743,16394099999.999998,6889500000.0,20062400000.0,1137500000.0,-6.819627676326472,74.0,30.477784829066263,37.29741250539275,11.7825460461138,3395090.29144933,2.623,69.981,20.0570612222166,34145254293.2672,2.70191454521148,22.4397697760694,8623996251.58396,12935994377.37594,2996502720.0,4494754080.0,143014036026.92358,49126762700.0,13020950173.402405,4663563900.0,0.3447324725683067,0.3435100782048517,0.3637890011771599,0.3644315514941176,0.3474610415617511,0.3439079775911469,0.3954206042388364,0.4991373264967512,0.3083001140768344,0.3356700573568471,3486542.2958699996,5729446.05,27019719485.000004,7958.468601866127,15569700000.0,5362700000.0,4547500000.0,608200000.0,529299999.99999994,4492600000.0,-3668300000.0,,3354900000.0,2985900000.0,2718700000.0,-269700000.0,1617900000.0,2050400000.0,1929060000.0,4960440000.0,39804841684.0,31047776513.519997,8757065170.480003,,,0.0,322382223188.17847,264.5372091353795,69.91208664177061,2.452197447253897,3397696.236212534,270.0787237502292,158090481010.06543,-1.3002015027132274,-0.5013912668825476,,,,,,0.0,1299900000.0,,,,,12212275392.592335
2002,8900355.0,5090632.0,159913338356.362,113602461857.98,24011268714.4853,25550276793.7907,895937584.149183,33016721499.2706,38855032453.4799,,56682328500.0,41842207100.0,9050972000.0,8870584300.0,365616000.0,12262912900.0,15709963800.0,14349064286.2639,45540670125.5426,85521142944.9304,7343262900.0,14439012200.0,29644603900.0,7905485146.44351,1184341415.90552,370970703.156367,1638700000.0,433295000.0,-351932880.938109,112900000.0,37880000.0,676543000.0,892729137.789947,7.17,64.2165878277003,15708400000.0,7448500000.0,20716100000.0,1189600000.0,-8.834675872569349,81.0,27.71304640387171,36.54772227644106,13.1841049760332,3461265.5609148243,2.603,69.81,20.6324567427483,32164317428.9323,3.20143436722118,24.9742676784933,10220110717.51628,15330166076.27442,3548233720.0,5322350580.0,145410877356.7369,51426879000.0,14502460999.625092,5255449500.0,0.3544565392893316,0.3536659700761883,0.3683213058561089,0.3769468455675485,0.3471815343368708,0.3714152206260367,0.4043224984771052,0.511759007660839,0.317057525947593,0.3466347955509556,3553770.1992,5854226.8,28284783450.000004,8171.803911666413,15941500000.0,5715000000.0,3652300000.0,588300000.0,601300000.0,4774600000.0,-5007700000.0,,3541000000.0,1812600000.0,2610500000.0,934600000.0,3389300000.0,1618500000.0,2085580000.0,5362920000.0,45912686085.0,34893641424.6,11019044660.400002,,,0.0,331813388822.56024,264.7910034018074,69.75238857358474,2.460960909950809,3463452.6927693207,272.3283712098774,162401475315.8969,-1.5320901209149085,1.6488384029601042,,,,,,0.0,1301500000.0,,,,,11858227719.665264
2003,9050700.0,5206741.0,164249132403.906,115742639876.451,24869140410.6278,22779189596.8411,442466270.550935,37032562875.9302,39210565659.1571,,61904448600.0,43960301200.0,10227321500.0,7839531500.0,351709900.0,15847993500.0,16322409100.0,15599276728.3706,45948315469.6156,86558193432.3102,8312057000.0,15845366300.0,31749587500.0,8082399639.54305,1492659721.64642,468545313.986,1497372825.0,550740000.0,75594887.4166634,158166413.296793,45781410.2461145,197400000.0,1096941369.79827,7.65916666666666,66.3596719570179,17838100000.0,8166700000.0,22717900000.0,1627400000.0,-7.882793741579341,94.0,28.815538145347443,36.69833188692678,12.9730003183325,3529690.3854231653,2.654,69.639,17.6632890518186,36738375247.1356,3.57840976144804,30.1389419296459,9111675838.73644,13667513758.104658,3135812600.0,4703718900.0,148105785630.2964,55907010800.0,16143346773.60962,5997437800.0,0.3768936109066951,0.3774802622468498,0.3798107702306189,0.4112454765677934,0.3441532222501517,0.4279475215662325,0.4162757875488114,0.5328488714404789,0.3448519524176706,0.3668004869444122,3625922.36499,5987752.149999999,30748855940.000004,8711.48814269544,17653600000.0,7068300000.0,4666900000.0,758800000.0,868600000.0,5064400000.0,-4879800000.0,,3692400000.0,2726900000.0,2831200000.0,-135500000.0,3284300000.0,1595500000.0,2286676000.0,5880024000.0,58190181684.0,43060734446.16,15129447237.840004,,,0.0,338001908978.2733,266.82979879764366,69.56340540874578,2.4710190368443783,3532486.378182764,275.20311478462116,168073744351.12347,-2.2755558650656704,-0.2188857231820977,,,,,,0.0,1068900000.0,,,,,12123599459.314575
2004,9204287.0,5328768.0,171103734201.755,119110747536.499,25652090805.2495,22524582322.6933,-1243367096.83687,43187577130.8584,41353607471.9963,,69626113100.0,47281175700.0,11320186800.0,8137288100.0,-463304600.0,21680451000.0,18329683900.0,15637936956.5407,48844381483.3096,88549647615.6168,9275857900.0,18687404700.0,34315208600.0,8773451751.5121,2044256550.86625,517758635.338,1724732878.03138,606221071.0,337499451.331106,210558668.516465,50586782.9261628,65430000.0,1271422924.6815,7.93626666666666,69.3043033000566,19850700000.0,10800000000.0,23710400000.0,1847100000.0,-5.543466133829033,92.0,28.510423914501125,34.05389004833016,15.0163488014671,3604934.889339456,2.615,69.467,14.4698833333333,34861567995.9744,5.08868092656529,37.5739969111581,9009832929.07732,13514749393.615978,3254915240.0,4882372860.0,153031966055.4671,62278471200.0,18071768146.287903,7347641900.0,0.406923398982638,0.4069638050485929,0.396951380777051,0.4412968473385963,0.3612625523271862,0.5020066519200235,0.4432426823321867,0.5931637866157462,0.3825906712809044,0.3875250723634511,3701735.26656,6128083.199999999,34253159160.000004,9501.74142154238,17305800000.0,7568600000.0,2928100000.0,776900000.0,1070200000.0,6404500000.0,-3859700000.0,,4401500000.0,1189900000.0,3479900000.0,-560500000.0,2824600000.0,1035100000.0,3024000000.0000005,7776000000.0,64056024052.0,46120337317.44,17935686734.559998,,,0.0,343626395852.0529,272.7262690642552,69.35168066339261,2.480154852660993,3603933.807800345,278.70879289106244,173536779065.22906,-1.4020341258953128,-0.8050140601630109,,,,,,0.0,1018100000.0,,,,,13160177627.26815
2005,9360754.0,5455596.0,178668971387.08,123076380390.174,26512952293.6052,24026227760.7709,1463881902.51415,46787829524.4176,47468395782.8974,,77023817400.0,51080251800.0,12304214000.0,10006046200.0,972637300.0,27380536700.0,24719868700.0,16417149067.5072,52006894331.0967,90501985064.4965,9083204300.0,20233555600.0,36062703000.0,9549122905.32852,2622226566.01204,657166440.36676,2182590109.27999,681954426.19,622439173.907653,337040056.699114,66719820.04045,-238620000.0,1794984952.80819,8.06606249999999,73.0420445177246,24368100000.0,12433900000.0,26088300000.0,2061500000.0,-2.233335165753548,79.0,31.63709722857751,33.870432394331054,16.2151641027597,3682185.882255605,2.598,69.294,16.6150416666666,39688299830.2696,7.33080300030145,47.8301459653094,9610491104.30836,14415736656.46254,4002418480.0,6003627720.0,158926028463.1004,65379462900.0,19742942923.979584,11644354500.0,0.4310978946262058,0.4113829781833368,0.4150288758742053,0.4640831343014078,0.4164634706550766,0.5852063876079283,0.5207647802773742,0.5532753745884823,0.38905525623555,0.3984741657798976,3780400.69224,6273935.399999999,35958704595.0,9765.586460011276,18255700000.0,8007100000.0,2393900000.0,944600000.0,1116900000.0,7832600000.0,-1720200000.0,,4915400000.0,618200000.0,6904700000.0,-1543500000.0,1728200000.0,-8000000.0,3481492000.0000005,8952408000.0,60848815746.0,42594171022.2,18254644723.800003,,,0.0,350471303820.2211,278.99562209847386,69.12451379957668,2.487981191758598,3677328.602415396,282.76751078593344,179354089358.81564,-0.3819918320150495,-2.003925606522847,,,,,,2328100000.0,1528600000.0,,,,,14323684357.992779
2006,9521689.0,5586802.0,187239737709.483,128087090422.12,27380829283.7134,26259484698.9325,-920956945.653177,52092087708.3294,49917953342.9124,,91747795300.0,57594546500.0,13169692000.0,13116888400.0,-395752800.0,38324626900.0,30062205700.0,17116433599.4161,55613205944.6026,94088720751.3007,10034959200.0,25370327400.0,39572461800.0,11451844902.2214,3661955400.56369,687399685.94,2632100969.94311,824794485.0,1317472316.56231,602974070.716,73240336.466,280763457.0,3193982720.12097,8.01161666666666,76.1699941455487,35859700000.0,14812200000.0,31727800000.0,1662300000.0,4.503541460031138,54.0,39.08508088150212,34.58153942147098,16.8161681623874,3762215.835101685,2.575,69.121,11.8912833333333,48959127538.4958,6.90511113358437,48.8382325972114,10503793879.573,15755690819.3595,5246755360.0,7870133040.0,166818360295.3194,74977748400.0,20421377414.163605,16770046900.0,0.4900017294531454,0.4494574114459974,0.4496514544142827,0.4809822180160761,0.4995105026007318,0.7357091755389943,0.6022323370008195,0.5862762906603586,0.4561924990490906,0.4205866705808405,3861653.41042,6424822.3,41237761620.0,10961.03026180725,22158500000.0,8715000000.0,6288600000.0,960200000.0,702100000.0,9569300000.0,4131899999.999999,,5042100000.0,3956800000.0,11935800000.0,-5724900000.0,369900000.0,-4501800000.0,4147416000.000001,10664784000.0,49543809462.0,33689790434.160007,15854019027.839993,,,0.0,359207223328.1426,285.7582039665414,68.89035747271546,2.495459339968527,3752723.431829833,287.24154848769825,185879491455.85715,0.731789313050113,-6.239822963898512,,,,,,5497200000.0,1498100000.0,,,,,17177767353.3321
2007,9685960.0,5720169.0,195786078842.585,133427911343.598,28412578106.5369,29579640296.6515,-1301381964.8206,53701299696.3655,52100554108.4793,,103009182400.0,65127854900.0,14481703000.0,16625263500.0,-981614500.0,43053364300.0,35297388800.0,17029861137.5121,59504974501.3833,98357448651.9094,10312409600.0,29141081800.0,43788762500.0,13120108008.3477,4262826733.64491,691908732.930005,3243473509.09,896731585.55,1591246147.31376,1055366581.7028,78912289.447,366294241.538303,5313631986.14594,7.85124516125,82.8010561907833,44929700000.0,16800900000.000002,43144400000.0,1345900000.0,1.7332435404321782,42.0,43.61717951078505,41.88403304907699,16.9648657379261,3840791.76860996,2.614,68.947,12.8608083333333,62148803498.1762,4.87482833139779,47.5095338694939,11831856118.6606,17747784177.9909,6650105400.0,9975158100.0,174892284290.8048,83242253900.0,20893794551.78018,19766928500.0,0.5261312908913252,0.4759629862320723,0.4881126763071742,0.5096933810687241,0.5620509016765166,0.8017192236208363,0.6774858617915427,0.6055486604811239,0.4897251371702136,0.4452002680037994,3943884.92043,6578194.35,45783239645.0,11920.2608220465,30103000000.0,9983600000.0,12371500000.0,885600000.0,460300000.0,13041400000.0,1785400000.0,,5412000000.0,13235300000.0,7782100000.0,-3081400000.0,1063000000.0,-2848400000.0,4704252000.000001,12096648000.0,43263856608.0,28554145361.28,14709711246.72,,,0.0,370826502458.3869,291.2215741576267,68.65935920023068,2.5046507712045294,3829062.9402082623,291.9554671279463,193162477775.2339,1.358235355835502,-2.991383805022803,,,,,,5954400000.0,2073100000.0,,,,,19680162012.52155
2008,9850858.0,5853589.0,207823981739.027,140743647145.104,29523794559.8298,35102960276.8376,421079437.584103,54869053002.6296,57016056343.2616,,120693764200.0,75100239300.0,16024963300.0,20818126000.0,366936700.0,54199412800.0,45815914000.0,17475188630.3361,65800511052.2891,102311686040.062,12603330600.0,35890269900.0,48876175300.0,16674276285.8956,6271446254.13459,751626542.9,4764087001.0,1014028000.0,1992699060.96837,1134718446.9388,105883449.600716,512335605.237139,7719766413.09899,7.23832069891666,94.3988434471963,58394500000.0,21385900000.0,54478200000.0,1029700000.0,3.244740957379139,39.0,48.38236704858692,45.13754323688581,,3920900.084469891,2.603,68.773,13.8733333333333,77494309364.576,5.13358898631882,51.1866049934702,14041184110.73504,21061776166.10256,8327250400.0,12490875600.0,185587385722.6872,97369775800.0,22236596016.339813,23323988400.0,0.5807499365090601,0.5246572951110706,0.5335959442814004,0.5427812901056978,0.5930589852200205,0.9877956668470748,0.8035616094555569,0.7212128502075916,0.5454405950050966,0.4777184033587487,4025688.76297,6731627.35,53553376690.00001,13658.439525688773,39235800000.0,11327600000.0,18350800000.0,798600000.0,231100000.0,15242400000.0,3916200000.0,,7352300000.0,26332800000.0,2580400000.0,-6052000000.0,1611700000.0,-5527900000.0,5988052000.000001,15397848000.0,47070568038.0,30125163544.320004,16945404493.679996,,,0.0,387388137612.3051,299.6868188734955,68.44397292481688,2.518412365980666,3905530.4701864542,296.7189943930553,201324305432.61,3.228460812245393,-5.014343566227094,,,,,,6643500000.0,2031200000.0,,,,,25011414428.8434
2009,10016275.0,5987066.0,214800631921.311,145913367849.917,30651614071.6315,36117086043.6085,669655117.405499,48967524843.9688,51195232862.969,,121726745200.0,79733207300.0,17904500700.0,20059667800.0,598895800.0,43483988500.0,40053514900.0,18118614439.3221,67706259513.4275,107332007092.926,13575462600.0,35579126300.0,52961512800.0,17339992193.7322,4709830000.0,720130000.0,4143570000.0,1012220000.0,813540000.0,1057930000.0,103470000.0,423040000.0,8574579206.49636,7.02,97.5578575098271,56693300000.0,19708500000.0,56584100000.0,1979300000.0,0.0897091266348917,44.0,46.574234698259225,46.48452557162434,,3984906.2006739634,2.973,68.598,12.359625,85343106224.9766,1.99901854108232,39.5433516744626,14446834417.4434,21670251626.165096,8023867120.0,12035800680.0,193156881045.6756,102116101700.0,21643750875.635406,19610643500.0,0.5666964017340171,0.5286692410189245,0.5464421010555501,0.5841291312802632,0.5554065955315319,0.8880168772785297,0.7823680577292944,0.749255007631142,0.525492422055068,0.493436340514409,4107007.53468,6885125.899999999,56163855935.00001,14094.147542419209,40946600000.0,13205000000.0,14870900000.0,549000000.0,1430300000.0,15637500000.0,109200000.0,,9513600000.0,25325300000.0,1847300000.0,-501000000.0,1277200000.0,-1386400000.0,5518380000.000001,14190120000.0,53559767888.0,33207056090.56,20352711797.44,,,0.0,404135816775.29834,301.20924267561946,68.25952899716631,2.5406944970989533,3982911.396507868,301.33451903969984,210777904504.43457,1.9085147593313367,-0.4115775864842561,,,,,,6465200000.0,649500000.0,,,,,26009988290.5983
2010,10182345.0,6120745.0,223664858124.54,151717227551.548,31592227003.4226,38812785639.8201,641041538.276246,53792113948.785,56847729269.1384,,137875568000.0,85894379100.0,19069871000.0,22849077400.0,599445900.0,56787439100.0,47324644500.0,17905162729.2538,70308280070.2529,112871018498.618,14325141500.0,41561130900.0,60048161000.0,19649723722.1034,6129300487.3046,707694436.83,5006774120.3598,1148813465.0,873745670.09457,960212746.785506,101784071.7,621997989.548348,9730683978.92494,7.01666666666666,99.9999999999999,61572400000.0,23018500000.0,59256500000.0,2221100000.0,1.6796304331453416,41.0,44.65794839010201,42.97824542779037,,4078672.8899056497,2.609,68.422,9.90992714868377,96125106678.5504,2.81120414194023,43.2688115125649,15525114255.92804,23287671383.89206,9139630960.0,13709446440.0,201084461298.1247,115934433400.0,22580396826.415314,21941134600.0,0.6164382243867241,0.5765459581092017,0.5661478296577507,0.6036254107041593,0.5886997550765312,1.0556833507987216,0.8324808239208191,0.8000564818433796,0.5911271170119878,0.5320069030894342,4187936.1439,7038856.749999999,63763938370.00001,15633.501408708224,44519300000.0,14050000000.0,19272800000.0,482000000.0,1739100000.0,14737200000.0,2315800000.0,,8011000000.0,26392900000.0,2252800000.0,-6749300000.0,1414600000.0,-3730400000.0,6445180000.000001,16573320000.0,56528982880.0,33917389727.999996,22611593152.000004,9729.0,17.309835259301295,0.0,422741811576.3535,303.44398279495863,68.12464803872311,2.5762934137016025,4062311.3549547535,305.6341080693589,220274582303.45267,1.5391134944552354,-4.895211020998296,,,,,,6744300000.0,1070100000.0,,,,90.0,29474585583.1551
2011,10348929.0,6255273.0,235304584104.038,159611689151.863,33880475249.8994,48016836503.4647,1361374516.82978,56262869621.7961,66517651935.5174,,166231562900.0,100909769400.0,22901891200.0,31526855900.0,1412846600.0,73294325100.0,63814125300.0,18452321802.6623,73729745718.3541,118007110061.943,16240135300.0,50483040600.0,68176869600.0,23963164696.592,8174835184.8045,948038341.618849,7126366595.22007,1650733456.0,537204935.340689,1042996646.64181,117258563.539464,858941070.400943,11994673114.8231,6.93696249999999,109.884464198238,75614600000.0,29433500000.0,74232500000.0,1991400000.0,0.831370394340436,37.0,45.48751072351254,44.65608017212476,,4172769.3988048094,2.255,68.247,10.9153923412969,118201478340.89,3.57882129837961,45.3581817460597,19206734601.38588,28810101902.07882,12610742360.0,18916113540.0,210189177582.95935,134900045500.0,25115406521.078613,31331517400.0,0.7064527175828503,0.641803003614477,0.6322204215506366,0.675961332628237,0.6565791958769535,1.3027121722139454,0.9593562527111116,0.880113379426153,0.6847038479265076,0.5777352700546039,4269036.16431,7193563.949999999,74195025025.0,17780.763309434595,52119200000.0,16726400000.000002,22764100000.0,734200000.0,1257200000.0,22113300000.0,1382000000.0,,9519400000.0,30830100000.0,2432200000.0,-4415900000.0,2965300000.0,-4347300000.0,8241380000.000001,21192120000.0,61505678273.0,35058236615.61,26447441657.39,12019.0,15.67841324701192,0.0,449621557501.00055,306.63079555892887,68.06133538095972,2.634328419959835,4145267.8489821777,309.44857571987075,230131601044.33255,2.247836905592515,-2.656475053811817,,,,,,8996100000.0,2236000000.0,,,,95.0,35944747044.888
2012,10515807.0,6390348.0,247357533356.379,166962681693.293,35535623687.036,49229573137.8201,-1660872873.87039,63743347448.7334,69365209958.9408,,187153877600.0,111363573400.0,25152783000.0,34366836800.0,-1291147000.0,88273365900.0,70711534600.0,19217989561.3814,77566576757.8229,124365044935.846,18363841500.0,54900129500.0,75691563400.0,27084497481.9103,11132827855.4157,1125167106.49696,7997488634.57405,1921422621.98738,1970039110.21655,1110532146.98188,147112672.285848,1059965390.7848,13924289443.0799,6.91,114.8464102656,87990000000.0,34198100000.0,84702000000.0,1887400000.0,1.7568431080158395,36.0,47.01478864790563,45.25794553988979,,4260040.745404824,2.066,68.07,11.1349478606742,141095336029.238,3.58582706729094,50.0146584363154,19691829255.12804,29537743882.69206,13746734720.0,20620102080.0,221149611255.0503,148955534400.0,26207922101.328705,38198343200.0,0.7566128068165973,0.6735509664912349,0.6669967939576616,0.7078188136367551,0.6980933331229322,1.3848247610622466,1.0194092202972662,0.9555547650469218,0.707780745196585,0.6086240988297449,4349909.883599999,7348900.199999999,81925543920.0,19231.164398690456,59446200000.0,18082600000.0,25785400000.0,573900000.0,1313500000.0,25255800000.0,3288000000.0,,11497600000.0,39560600000.0,2447900000.0,-6259900000.0,4342700000.0,-7630600000.0,9575468000.0,24622632000.0,67375395936.0,36382713805.44,30992682130.56,13927.0,16.331519978071583,0.0,476370052763.7706,310.5078428838674,68.09456987496135,2.724245885907857,4232934.969669887,312.5868349763297,241771312300.7129,2.3105392457472673,-3.344787765166774,,,,,,12111200000.0,1143800000.0,,,,102.0,40626746222.86545
2013,10682608.0,6527026.0,264167979591.566,176858917920.538,38836965375.3175,55002735766.6245,-506545008.358956,66353571596.8442,75038848507.56,,211856031700.0,127509169700.0,29324083000.0,40379933000.0,-89731500.0,93412577400.0,78679999800.0,20118375748.7867,83407392221.3459,132237384610.736,21115647200.0,60417511800.0,85191085100.0,30659338885.6729,11538700931.3342,1213954465.82258,8729181721.16208,2331501739.0316,1053982417.12107,1201339478.59818,172158814.237793,1749612614.3979,14429068711.377,6.91,121.434460016488,103738800000.0,39974000000.0,102362700000.0,1473500000.0,0.6495448767532069,38.0,48.966649270057104,48.3171043933039,,4323400.696195673,2.437,67.893,11.0513992821175,166645874523.672,3.31838837807072,54.5398474110676,22001094306.6498,33001641459.974697,16151973200.0,24227959800.0,235763152580.8686,166724244100.0,28404827010.69742,45131787600.0,0.8019746830314322,0.7071683690809669,0.7209654520067196,0.7550559812440102,0.7341440827840136,1.4078002909558938,1.0485235496660528,1.0495701772183792,0.7243663923656127,0.6442284483376236,4431393.76218,7506079.899999999,91698334255.0,21209.769970127654,67907700000.0,20775800000.0,29529300000.0,774400000.0,699100000.0,34455000000.0,1376100000.0,,12704700000.0,47035800000.0,2891300000.0,-5039600000.0,5268500000.0,-6644600000.0,11192720000.000002,28781280000.0,80505292046.0,41057698943.46,39447593102.54,14430.0,15.207620780903968,0.0,507554285892.2066,319.6752632014936,68.2511870180036,2.8516988973802766,4327736.017380399,314.8296210222208,252984555585.48593,4.42059554987384,-2.3787852342747344,,,,,,15542600000.0,1680800000.0,,,,107.0,45989008328.50935
2014,10848888.0,6666920.0,278593055730.687,186444888011.765,41446473934.7839,60452450424.9489,386747254.043936,73563193342.7745,86356805766.3942,,228003659200.0,143499688800.0,33532604500.0,47839840900.0,117986000.0,98709824800.0,95696285800.0,20886909561.258,87774957313.668,139271274802.667,22208052400.0,62987150600.0,94542516800.0,32996188017.3661,12809705325.3416,1191842304.71472,9893765587.48859,3024822580.46397,566230700.557408,1176966248.36875,180137043.898414,656566350.80003,15129277524.0077,6.91,128.437100493446,117277500000.0,45279400000.0,124946700000.0,1888800000.0,-3.3636302272117216,44.0,51.43667448649438,54.800304713706105,,4423332.056231088,2.021,67.716,9.69422821628935,192715687688.522,3.03332355757079,51.740358250386,24180980169.97956,36271470254.96934,19135936360.0,28703904540.0,247933141677.593,179737719800.0,30659914053.094025,48265939400.0,0.8184111359200882,0.7249443079042943,0.7696627691446541,0.8090580769974212,0.791363138528068,1.3418371377660625,1.1081499014550196,1.0632521931914962,0.7175981911892296,0.6788371610294871,4514571.5472,7666957.999999999,98855745890.00002,22348.7055986998,80670100000.0,25382100000.0,36842700000.0,996400000.0,892400000.0,44276600000.0,-7669200000.0,,13660100000.0,52174300000.0,3024400000.0,4203700000.0,3072300000.0,4596900000.0,12678232000.000002,32601168000.0,100321610048.0,48154372823.03999,52167237224.96001,15123.0,13.103948074022323,0.0,542629022022.5452,323.058877945387,68.55777660861246,3.015758081352622,4432851.103283967,315.9368791201039,264693439696.75644,5.251212893623114,1.8436984804321073,,,,,,15601900000.0,1997600000.0,,,,110.0,49494282026.04915
